,datetime,high,low,close,open,volume,temp,daily returns,sharpe ratio,open/close,low/high
0,2018-01-01,13818.55,12750.0,13135.0,13715.65,6970.441076,-4.233485106429514,-0.04233485106429514,,1.0442063189950515,0.9226727840475304
1,2018-01-02,14750.0,12890.02,14580.0,13135.0,16359.34734,11.00114198705748,0.1100114198705748,-inf,0.9008916323731139,0.8738996610169492
2,2018-01-03,15473.49,14150.0,14749.97,14576.87,19457.238601,1.187497727564275,0.01187497727564275,-0.11108529988866839,0.9882643829106094,0.9144672598101656
3,2018-01-04,15280.0,13918.04,14811.0,14710.0,18783.876561,0.6866077498300476,0.0068660774983004755,-0.25031829659046845,0.9931807440415907,0.9108664921465969
4,2018-01-05,17118.13,14600.0,16579.0,14805.01,22383.657333,11.982362727211935,0.11982362727211936,-0.37449411970988505,0.8929977682610531,0.8528968993692652
5,2018-01-06,17176.24,16011.21,16769.89,16579.0,20207.444304,1.1513963447735052,0.01151396344773505,-0.01665733199438519,0.988617098859921,0.932172000391238
6,2018-01-07,17143.13,15610.0,16019.25,16775.0,14684.026607,-4.50521609538003,-0.045052160953800297,-0.10235133041203072,1.0471776144326357,0.9105688401126282
7,2018-01-08,16500.0,12812.0,14900.0,16020.58,24892.244119,-6.994628159529805,-0.06994628159529805,-0.2873632552684577,1.075206711409396,0.7764848484848484
8,2018-01-09,15500.0,14011.05,14803.44,14900.0,14683.267154,-0.6480536912751643,-0.006480536912751644,-0.4506636950202561,1.0065228082121453,0.9039387096774193
9,2018-01-10,14863.93,13131.31,14548.32,14803.46,18317.225351,-1.7235159888296345,-0.017235159888296346,-0.5103735259724232,1.0175374201282348,0.8834345963685243
10,2018-01-11,14968.68,11400.0,13661.5,14548.32,29883.340941,-6.095686649730001,-0.06095686649730001,-0.5796631024745169,1.0649138088789665,0.7615902003383064
11,2018-01-12,14109.78,12500.0,13405.28,13661.35,19909.871545,-1.8744121188608718,-0.018744121188608718,-0.678281566016886,1.019102174665505,0.8859103402037452
12,2018-01-13,14580.0,13350.0,14259.37,13379.69,12690.13287,6.574741268295456,0.06574741268295456,-0.7345153256551089,0.9383086349537181,0.9156378600823045
13,2018-01-14,14348.19,12569.2,13265.0,14259.37,16420.297199,-6.973449738663073,-0.06973449738663073,-0.6417680434746428,1.0749619298906898,0.8760129326416781
14,2018-01-15,14249.99,13081.0,13827.95,13265.0,14435.813543,4.24387485865059,0.0424387485865059,-0.719982707291218,0.9592889763124686,0.9179655564670571
15,2018-01-16,13891.01,10575.35,10993.18,13811.01,44935.649544,-20.402780100803632,-0.20402780100803633,-0.6836199099808833,1.2563252853132578,0.7613089328997675
16,2018-01-17,11523.3,9035.0,9650.0,10993.13,75283.367933,-12.217903363282334,-0.12217903363282334,-0.6994732058261203,1.1391844559585491,0.7840635928943966
17,2018-01-18,11878.82,9640.0,11465.0,9651.0,57025.04753,18.795979691223707,0.18795979691223708,-0.7630606793429467,0.8417793283907544,0.811528417805809
18,2018-01-19,11795.0,10360.0,11185.1,11465.0,39463.662911,-2.4413432184910566,-0.024413432184910565,-0.5386798951233703,1.0250243627683258,0.8783382789317508
19,2018-01-20,13099.0,11047.0,13035.0,11185.1,29034.166895,16.538967018622984,0.16538967018622985,-0.5642316905686907,0.8580820866896817,0.843346820367967
20,2018-01-21,13050.12,11024.0,11344.57,13035.02,38457.18497,-12.968526323703383,-0.12968526323703383,-0.4360126842669054,1.1490096142912425,0.8447431901009339
21,2018-01-22,11926.35,10139.97,10399.81,11344.57,40270.394988,-8.327860817994868,-0.08327860817994867,-0.49304089942201595,1.0908439673417112,0.8502156988517022
22,2018-01-23,11399.0,9900.24,11200.0,10399.82,41347.547863,7.694171629893597,0.07694171629893597,-0.5351347748582822,0.9285553571428571,0.8685182910781647
23,2018-01-24,11570.48,10500.0,11069.09,11199.13,29674.204772,-1.1611616259477215,-0.011611616259477216,-0.4981459433624075,1.011748029874181,0.9074817985079271
24,2018-01-25,11794.05,10950.21,11250.0,11068.79,21799.945081,1.637125647880203,0.01637125647880203,-0.5121964473964289,0.9838924444444446,0.9284520584532031
25,2018-01-26,11643.0,10311.15,11033.0,11245.0,32770.570133,-1.8852823477100933,-0.018852823477100933,-0.5129082383210131,1.0192150820266472,0.8856093790260242
26,2018-01-27,11625.0,10800.93,11485.0,11039.0,18668.633828,4.040221034513996,0.04040221034513996,-0.5294396399549769,0.9611667392250762,0.9291122580645161
27,2018-01-28,12244.0,11400.0,11783.0,11484.94,17845.376061,2.5952247029588267,0.025952247029588267,-0.5178904383735493,0.9747042349147077,0.9310682783404116
28,2018-01-29,11999.98,11139.55,11379.02,11783.05,14696.78337,-3.428908474461187,-0.03428908474461187,-0.5144274702663355,1.0355065726222468,0.9282973804956342
29,2018-01-30,11410.0,9900.0,10073.79,11394.75,20058.467524,-11.592707167774625,-0.11592707167774625,-0.5356542638279719,1.131128403510496,0.8676599474145487
