datetime,high,low,close,open,volume
12-09-2019,10370,10040,10296.85,10067.39,32006.60753
13-09-2019,10448.81,10185.11,10222.21,10296.05,31152.19357
14-09-2019,10400,10153,10384.47,10222.81,25488.39235
15-09-2019,10419.99,10252.15,10289.45,10384.45,20326.5989
16-09-2019,10355,10078,10129.92,10289.52,25238.89306
17-09-2019,10330,10120,10226.93,10129.8,24250.77142
18-09-2019,10275,10100,10180,10226.93,25560.4488
19-09-2019,10210,9653,10029.25,10177.91,37483.97904
20-09-2019,10325,10015.26,10157.92,10029.91,32758.49762
21-09-2019,10188.17,9900,9992.55,10158.49,20752.24272
22-09-2019,10089,9853.97,9974.26,9992.14,22103.07903
23-09-2019,10075.77,9711,9827.12,9972.93,24817.63216
24-09-2019,9840,8600.02,8635.95,9825.92,52769.89798
25-09-2019,8828.16,7800,8344.57,8635.94,100895.2067
26-09-2019,8629.96,7750,8121.7,8342.27,70098.96668
27-09-2019,8159,7852.15,8029.66,8120.7,42191.11711
28-09-2019,8265,7977,8136.76,8029.94,36446.2205
29-09-2019,8315,7890,7981.66,8136.84,32742.68869
30-09-2019,8337.26,7710,8258.96,7981.66,57524.75427
01-10-2019,8500,8163.36,8289,8259.74,43939.14033
02-10-2019,8399,8151.22,8233.13,8289,26411.48261
03-10-2019,8393,8060,8129.72,8233.23,30173.56841
04-10-2019,8280,8005,8183.78,8130.95,28418.24299
05-10-2019,8217.47,8012.98,8060,8184.84,20570.12569
06-10-2019,8183.41,7785,7835.41,8060,33664.11069
07-10-2019,8299.92,7762,8232.03,7835.04,51962.84106
08-10-2019,8325,8126.81,8184.53,8231.81,35491.73822
09-10-2019,8670,8088.75,8590.63,8184.56,54505.59468
10-10-2019,8644,8414.52,8519.47,8590.63,40262.2523
11-10-2019,8779.51,8261.54,8314.84,8519.98,50832.2697
12-10-2019,8400,8212.38,8306.28,8312.94,23894.58072
13-10-2019,8451.37,8276.33,8424.34,8303.33,20847.12079
14-10-2019,8437.31,8160,8354.42,8423.55,33634.78742
15-10-2019,8403,8090,8172.54,8354.84,34199.83787
16-10-2019,8182.77,7917,7966.25,8173.02,34563.0214
17-10-2019,8124.92,7929.03,8073.13,7966.35,30301.44604
18-10-2019,8115,7816.01,7931.56,8073.11,31323.96275
19-10-2019,8098.1,7866.92,7976.16,7931.58,26138.95721
20-10-2019,8174.88,7870,8132.34,7975.77,29708.23424
21-10-2019,8333,8132.06,8168.42,8133.39,35052.67893
22-10-2019,8297.99,8153.65,8190.38,8168.67,29300.91967
23-10-2019,8194.39,7300,7506.38,8189.91,66014.93759
24-10-2019,7523.73,7337.99,7442,7506.37,35917.11257
25-10-2019,8799,7361,8622,7442.57,79814.85319
26-10-2019,10370,8470.38,9072.01,8622,162772.4147
27-10-2019,9774.98,8898.05,9632.52,9071.04,90599.4729
28-10-2019,9902.1,9254,9347.62,9632.52,84195.14483
29-10-2019,9550,9160,9357.06,9347.63,61880.83731
30-10-2019,9482,9001.01,9163.01,9356.96,64203.76509
31-10-2019,9405,8913,9229.95,9163.25,51756.57449
01-11-2019,9279,9013,9181.11,9229.96,46509.42707
02-11-2019,9373.74,9158.27,9285,9183.51,33159.05718
03-11-2019,9362.57,9101,9157.82,9284.39,25286.32447
04-11-2019,9325,9066.14,9264.02,9158.84,34331.0942
05-11-2019,9513.68,9175.76,9331.39,9261.84,56190.28568
06-11-2019,9440.91,9250.01,9304.15,9330.96,39077.21815
07-11-2019,9375,9119,9214.27,9303.98,37472.19883
08-11-2019,9265.88,8696,8820.42,9214.01,62304.79048
09-11-2019,8904.5,8724.88,8766.71,8819.11,32355.02215
10-11-2019,9147.19,8750,9037.98,8766.71,32448.05039
11-11-2019,9099.92,8618.68,8769.64,9037.81,46086.40663
12-11-2019,8888,8567.6,8750.15,8769.64,38997.78721
13-11-2019,8844.99,8702,8756.69,8750.96,27761.67289
14-11-2019,8800,8582.6,8642.92,8757.01,35060.89202
15-11-2019,8790,8400,8497.32,8643.39,45289.3918
16-11-2019,8543,8400,8483.57,8496.81,22857.11193
17-11-2019,8591.83,8350.68,8539.05,8483.92,22872.54721
18-11-2019,8635,8060,8214.88,8539.24,41811.85752
19-11-2019,8248,8003,8097.46,8215.19,46680.10525
20-11-2019,8264.29,8038.4,8104.76,8096.92,32312.32758
21-11-2019,8134.73,7500,7587.14,8104.24,56699.73557
22-11-2019,7750,6790,7231.78,7588.04,111885.0694
23-11-2019,7378.25,7080.01,7307.71,7232.85,64526.79858
24-11-2019,7330.39,6912,7074.48,7307.71,61705.02777
25-11-2019,7377.69,6515,7258.99,7074.48,122408.7969
26-11-2019,7340,7017.48,7094.44,7258.55,68022.8198
27-11-2019,7654.33,6840,7492.86,7094.88,87679.07724
28-11-2019,7655,7414.02,7580.86,7495.07,58463.92205
29-11-2019,7850,7360,7740,7581.49,65439.41768
30-11-2019,7810,7441,7475.02,7740.01,47022.89068
01-12-2019,7561.95,7210,7309.08,7475.03,58206.30125
02-12-2019,7436.81,7151.1,7271.01,7309.83,50043.31151
03-12-2019,7400,7241.35,7341.27,7271.01,34121.71859
04-12-2019,7750,7067,7471.21,7341.3,69989.7872
05-12-2019,7491.52,7100,7356.14,7471.2,68820.62155
06-12-2019,7590.03,7305,7440.41,7354.96,48879.52963
07-12-2019,7619.62,7410.67,7489.97,7440.01,35251.75951
08-12-2019,7564,7374.86,7518.05,7489.63,29651.98301
09-12-2019,7650,7390,7444.57,7517.52,39364.82248
10-12-2019,7446.91,7157.1,7226.35,7443.74,55473.90454
11-12-2019,7275.5,7125.66,7188.56,7225.26,32059.71247
12-12-2019,7295,7080.3,7216.85,7188.12,40148.87849
13-12-2019,7309.05,7186.12,7239.97,7216.87,29764.4576
14-12-2019,7271.77,7012,7096.46,7239.97,29243.90242
15-12-2019,7200.3,7008.35,7123.81,7096.53,26798.48139
16-12-2019,7150,6850,6924,7124.26,36511.53624
17-12-2019,6942.21,6640.77,6711.15,6923.9,48788.58528
18-12-2019,6929.2,6435,6860.9,6711.15,77452.64052
19-12-2019,7440,6852.28,7157.52,6860.9,83861.477
20-12-2019,7220,7079.5,7192,7157.53,32056.35551
21-12-2019,7214.26,7105,7149.89,7192,21312.81827
22-12-2019,7430,7122,7392.93,7148.83,29912.70803
23-12-2019,7695.38,7355,7391.93,7393,69975.87554
24-12-2019,7437.11,7157.04,7202.96,7392,48518.26335
25-12-2019,7280,7128.86,7173.41,7203.45,27319.52881
26-12-2019,7400,7166.01,7363.37,7174.51,30134.99331
27-12-2019,7435,7076.42,7220.4,7362.86,42404.49471
28-12-2019,7365.01,7191.01,7341.7,7220.83,27060.06699
29-12-2019,7430,7288,7425.31,7341.7,24019.56396
30-12-2019,7528.45,7220,7245.12,7425.57,36525.74891
31-12-2019,7320,7145.01,7168.86,7245.39,27006.4422
01-01-2020,7255,7156.85,7240.67,7169.32,16972.4185
02-01-2020,7242.98,6924.74,6974.02,7240.8,30115.77412
03-01-2020,7405,6871.04,7342.96,6974.02,64786.17891
04-01-2020,7404,7260.01,7306.92,7342.95,32867.80159
05-01-2020,7495,7283.01,7438.72,7306.6,36101.26028
06-01-2020,7622,7318,7533,7439.02,46582.86509
07-01-2020,8137,7524,8037.69,7532.5,85851.43794
08-01-2020,8455,7945.72,8053.7,8038.54,112941.4761
09-01-2020,8125.57,7778,7810.64,8053.7,66780.93989
10-01-2020,8140.11,7672,8022.16,7810.68,85402.65649
11-01-2020,8253.26,7964.01,8169.14,8022.15,56219.09792
12-01-2020,8286.34,7960,8119.31,8169.64,46024.43261
13-01-2020,8196,8055.89,8107.93,8119.91,30957.28833
14-01-2020,8850,8101,8769.35,8107.92,112823.3029
15-01-2020,8916.48,8564,8746.85,8769.07,84358.90938
16-01-2020,8876.4,8586,8684.19,8746.85,58389.30954
17-01-2020,9041.65,8672,8920.12,8684,68697.50097
18-01-2020,8988.88,8806.38,8886.79,8920.5,42834.52793
19-01-2020,9198.98,8524.2,8650.82,8886.79,62484.67269
20-01-2020,8758.84,8466,8664.84,8650.78,45482.50824
21-01-2020,8746.99,8602.8,8634.05,8664.86,27591.54884
22-01-2020,8818,8488,8669.56,8634.05,41844.02922
23-01-2020,8691.81,8306.39,8339.46,8669.19,44447.07094
24-01-2020,8528.02,8238,8485.75,8340.87,42421.67208
25-01-2020,8524,8254.9,8341.03,8485.54,26659.40684
26-01-2020,8618,8293.66,8580.03,8340.9,30029.82408
27-01-2020,8888,8535,8883.05,8578.69,45380.5779
28-01-2020,9188,8860.54,8998.63,8884.51,74414.56126
29-01-2020,9434.94,8976.46,9372.32,8998.69,58537.13421
30-01-2020,9530,9204.44,9499.28,9372.31,59658.91578
31-01-2020,9578,9210.01,9318.67,9499.31,50812.9927
01-02-2020,9464.53,9281,9390.3,9318.96,30127.02084
02-02-2020,9477.03,9120,9442.75,9390.55,42247.778
03-02-2020,9618.79,9234,9308.37,9442.01,53769.44017
04-02-2020,9350,9093.01,9195.57,9308.32,51991.46897
05-02-2020,9744.45,9151,9657.11,9195.54,58839.06455
06-02-2020,9862.57,9526.35,9769.18,9657.11,66022.47438
07-02-2020,9885,9660,9799.35,9769.18,48099.41168
08-02-2020,9888,9667.11,9841.76,9799.38,43248.3616
09-02-2020,10166,9840,10078.3,9841.97,45244.6198
10-02-2020,10188,9756,9842.26,10078.36,59260.63292
11-02-2020,10323.59,9700,10206.22,9842.25,60580.60258
12-02-2020,10450,10160.15,10345.78,10206.26,58377.19985
13-02-2020,10500,10080,10206.44,10345.78,82953.67277
14-02-2020,10360.2,10111.37,10356.89,10206.46,46585.12554
15-02-2020,10381.56,9801,9914.13,10356.95,58106.90817
16-02-2020,10050,9638.12,9796.01,9914.14,53800.06885
17-02-2020,9996.58,9452.67,9645.06,9796.01,75798.69713
18-02-2020,10048,9576.01,9985.73,9645.01,59923.76413
19-02-2020,10250,9973,10194.77,9987.16,44386.52446
20-02-2020,10207.69,9350,9530.63,10194.39,82757.75957
21-02-2020,9755.51,9516.61,9701.11,9531.29,39957.92307
22-02-2020,9720,9550.21,9655.64,9701.2,29531.54887
23-02-2020,9990,9644.47,9874.96,9655.71,35087.18332
24-02-2020,9990,9473.56,9588.3,9874.92,53200.03326
25-02-2020,9675,9281,9375.4,9588.27,53707.99427
26-02-2020,9426.02,8633.63,8842.49,9374.94,90934.63527
27-02-2020,8971.77,8531,8888.43,8842.27,70323.38607
28-02-2020,8919,8445,8539.71,8888.43,72985.39946
29-02-2020,8799,8520,8663.73,8539.72,41866.18355
01-03-2020,8750,8454.57,8457.63,8664.29,40249.75426
02-03-2020,8917.99,8411,8859.99,8458.03,60843.91497
03-03-2020,8965.75,8651,8717.89,8859.99,56712.43401
04-03-2020,8848.29,8660,8718.28,8717.89,40746.58463
05-03-2020,9136.63,8688.03,9110.6,8719.14,54383.00604
06-03-2020,9170,8985.5,9064.72,9110.6,47097.22093
07-03-2020,9188,8835,8876.63,9064.98,45606.40051
08-03-2020,8919,8149.27,8294.92,8877.18,67446.29839
09-03-2020,8301.28,7632.01,7753.54,8294.87,121691.0843
10-03-2020,8149,7728.01,7865.51,7753.66,83321.81751
11-03-2020,8038.11,7590,7792.61,7865.65,80465.04934
12-03-2020,7980,5550,5985.61,7791.86,198553.1863
13-03-2020,6095.08,3782.13,4985.34,5985.62,421935.7752
14-03-2020,5699,4863.23,5443.8,4981.96,168138.9739
15-03-2020,5594,5055.13,5307.63,5443.63,103888.2884
16-03-2020,5940,4442.12,5119.03,5307.62,259440.4121
17-03-2020,5479,4820,5367.79,5119.12,157684.6954
18-03-2020,5525,5009.37,5316.82,5368.85,138489.5647
19-03-2020,6359.45,5252.53,6137,5316.11,189948.4591
20-03-2020,6900,6055.55,6193.66,6136.61,192491.7175
21-03-2020,6380,5670,6210.51,6192.59,157541.6038
22-03-2020,6456.98,5863,5990.12,6211.44,112243.6484
23-03-2020,6600,5688,6258.41,5990.59,173229.7624
24-03-2020,6833,6237.08,6653.17,6259.95,157665.0705
25-03-2020,6957.96,6450,6649.89,6654.36,137299.9373
26-03-2020,6780,6510,6648.78,6649.89,81070.52949
27-03-2020,6842.59,6573.41,6646.96,6648.77,80651.43708
28-03-2020,6700,6024,6163.97,6646.95,100170.932
29-03-2020,6295,6060,6063.79,6162.96,51623.87885
30-03-2020,6444,5857.76,6363.01,6064.23,114694.4919
31-03-2020,6599,6321.4,6462.37,6362.72,89581.70143
01-04-2020,6494.9,6150.11,6186.86,6462.87,71085.91426
02-04-2020,7198,6164.28,6788.63,6187.99,158583.939
03-04-2020,7048,6602.1,6747.51,6788.69,119675.3989
04-04-2020,6900,6650.01,6771.31,6747.51,63028.5981
05-04-2020,6990.41,6677.52,6793.14,6771.71,62668.21789
06-04-2020,7253.05,6721.58,7240.94,6794.02,103159.9751
07-04-2020,7459.69,7183.66,7303.61,7240.95,103874.2837
08-04-2020,7420,7077,7319.46,7303.55,86758.67881
09-04-2020,7390,7108.08,7257.6,7319.23,67475.68324
10-04-2020,7315,6739.98,6912.52,7257.87,99470.71142
11-04-2020,6948,6771.44,6811.1,6913.49,47167.52736
12-04-2020,7177,6760,7097.23,6811.09,63954.13765
13-04-2020,7159.86,6575,6749.96,7097.37,102125.628
14-04-2020,6978,6749.47,6909.29,6749.56,73598.23703
15-04-2020,6933,6680.1,6748.23,6909.49,60379.17579
16-04-2020,7147.28,6468.27,7009.23,6748.49,114939.6647
17-04-2020,7190,6970.03,7033.59,7009.96,65149.84167
18-04-2020,7268.9,7014.4,7191.77,7033.94,50451.86187
19-04-2020,7293.08,7055.6,7147.12,7191.77,46593.68742
20-04-2020,7220,6825,6865.85,7147.13,77215.75642
21-04-2020,6940,6751,6877.36,6865.92,74002.5916
22-04-2020,7156.38,6818,7096.34,6877.4,60902.94103
23-04-2020,7738,7020,7539.79,7096.3,96481.81041
24-04-2020,7616.16,7388,7515.97,7539,67918.70958
25-04-2020,7705,7431.07,7529.64,7516.38,45272.9897
26-04-2020,7700,7480,7624.51,7529.67,46282.57276
27-04-2020,7792.02,7577.27,7709.12,7624.02,65523.72438
28-04-2020,7780,7659.12,7733.96,7709.11,48405.85756
29-04-2020,8952.89,7703.91,8624.97,7733.99,161227.9135
30-04-2020,9460,8401,8669.94,8624.1,211782.9481
01-05-2020,9059.18,8573.98,8733.45,8668.85,102700.999
02-05-2020,9010,8663.28,8866.72,8733.45,62413.65126
03-05-2020,9200,8712,8848.55,8867.08,87477.09671
04-05-2020,8955,8522,8845.4,8848.35,83323.68357
05-05-2020,9118.58,8760,8888.91,8845.39,77384.5052
06-05-2020,9380,8873.22,9234.58,8888.01,98743.21924
07-05-2020,9887,9021,9793.47,9234.58,130172.8537
08-05-2020,10067,9705,9888.94,9793.62,119193.4284
09-05-2020,10000.52,9520,9738.78,9888.94,84200.81843
10-05-2020,9773.09,8117,8487.43,9738.78,175322.3554
11-05-2020,9168,8200,8605.35,8487.43,162487.9267
12-05-2020,8978.26,8420.07,8897.89,8604.2,102841.3143
13-05-2020,9188,8730.06,9077.16,8897.89,80335.71019
14-05-2020,9939,9069.29,9677.21,9077.6,132926.8612
15-05-2020,9874.3,9256.12,9490.18,9677.97,108098.7182
16-05-2020,9588,9150,9286.87,9490.35,82415.40039
17-05-2020,9888,9268,9749.98,9286.96,64270.32637
18-05-2020,9950,9464.23,9657.86,9749.98,84724.61417
19-05-2020,9897.21,9474,9698.03,9657.86,78826.32959
20-05-2020,9842,9326,9531.82,9697.9,73871.06095
21-05-2020,9598,8815,8831.26,9531.83,99820.17345
22-05-2020,9271,8816.91,9200.25,8832.09,70925.27946
23-05-2020,9307.85,9070,9163.98,9200.25,43823.90783
24-05-2020,9298,8853.21,8941.99,9163.98,58944.32652
25-05-2020,9080.99,8642.72,8886.17,8941.04,71950.73825
26-05-2020,9017.67,8700,8810.99,8885.71,59141.2016
27-05-2020,9225,8760.2,9169.48,8810.99,67087.89619
28-05-2020,9537.8,9052.32,9425.97,9169.39,68919.84345
29-05-2020,9625.47,9330,9434.46,9426,67304.78089
30-05-2020,9600,9331.23,9530,9434.45,44176.62133
31-05-2020,9740,9400,9501.05,9530.01,55919.49348
01-06-2020,9619,9381.41,9579.7,9500.52,43790.99217
02-06-2020,10380,9266,9513.04,9579.97,141253.9672
03-06-2020,9646.43,9365.21,9596.31,9513.04,48249.62887
04-06-2020,9881.63,9450,9762.71,9597.12,57353.90293
05-06-2020,9860,9581,9739.77,9764.72,49412.21113
06-06-2020,9749.71,9531.05,9628.86,9740.79,33454.38589
07-06-2020,9729.74,9372.46,9531,9628.86,43087.35761
08-06-2020,9802,9515.85,9702.67,9531,54484.72351
09-06-2020,9877,9570,9703.09,9702.66,42623.16527
10-06-2020,9992.72,9681.94,9823.58,9703.77,45837.94311
11-06-2020,9964,9113,9315.16,9823.63,93004.47861
12-06-2020,9557.12,9230,9397.99,9315.26,57142.4587
13-06-2020,9488.15,9350,9443.5,9397.98,27153.37041
14-06-2020,9494.73,9311.02,9382.92,9443.5,27653.98083
15-06-2020,9449.9,8910.45,9418.47,9382.92,82713.66754
16-06-2020,9589,9373.09,9495.42,9417.62,58976.30859
17-06-2020,9565,9358,9401.93,9495.43,41425.94529
18-06-2020,9489,9236.61,9396.75,9402.35,38982.957
19-06-2020,9438.3,9215.79,9325,9396.75,48931.18986
20-06-2020,9380,9170.95,9312.51,9325,31301.83443
21-06-2020,9422,9285.28,9315.22,9312.54,25197.1231
22-06-2020,9629.34,9277.09,9581.62,9315.21,47894.62802
23-06-2020,9780,9541.05,9652.8,9582.14,50050.00322
24-06-2020,9670,9208,9309.34,9652.8,59522.14141
25-06-2020,9343.02,9009.69,9251.98,9309.04,55816.73256
26-06-2020,9340,9045.45,9141.2,9251.98,51962.9732
27-06-2020,9218,9055,9087.77,9141.11,32193.96356
28-06-2020,9191,8833,9153.5,9087.76,44954.82763
29-06-2020,9180,9024.67,9142.17,9153.63,39427.87691
30-06-2020,9238,9064.89,9131.11,9142.83,35686.04243
01-07-2020,9292,9080.1,9255.35,9131.11,37689.15988
02-07-2020,9270,8940,9066.11,9255.31,43942.57337
03-07-2020,9150,9030,9079.26,9066.12,31320.15267
04-07-2020,9190,9037.47,9139.82,9079.25,27014.21677
05-07-2020,9146.86,8980,9041.7,9139.35,29202.80315
06-07-2020,9349,8893.03,9294.34,9041.64,54949.36429
07-07-2020,9379.42,9220.04,9270,9294.33,36590.08573
08-07-2020,9470,9203,9413.87,9270,52454.53489
09-07-2020,9468,9160,9224.99,9413.88,52511.25217
10-07-2020,9253.9,9125,9219.5,9225,37973.73658
11-07-2020,9317.48,9178.25,9225.64,9219.86,25424.76395
12-07-2020,9345,9182,9218.54,9225.59,26390.19612
13-07-2020,9343.82,9157.5,9290.23,9218.54,40502.55889
14-07-2020,9290.23,9113,9249.4,9290.23,50311.47232
15-07-2020,9279.54,9160.57,9186.71,9249.4,37238.55286
16-07-2020,9237.27,9047.25,9125.19,9186.71,45307.77514
17-07-2020,9186.83,9089.81,9161.74,9125.19,29985.46723
18-07-2020,9219.3,9121.1,9183,9161.73,22065.17519
19-07-2020,9200,9101.35,9156.54,9183,21705.00111
20-07-2020,9232.27,9131,9180.48,9156.54,36074.70717
21-07-2020,9437.73,9141.19,9387.14,9180.52,61766.29337
22-07-2020,9392.82,9261,9366.1,9387.13,39186.82767
23-07-2020,9664,9357.4,9582.2,9366.09,62106.75439
24-07-2020,9610,9463.44,9580.01,9582.2,40549.76663
25-07-2020,9708.81,9513,9665.02,9580,40867.03392
26-07-2020,10111,9648.68,9917,9665.01,66926.76544
27-07-2020,10950,9840.9,10841.22,9917,122731.4456
28-07-2020,11394.86,10565,10915.36,10841.22,122596.2761
29-07-2020,11296.74,10812,11206.34,10915.36,71200.14673
30-07-2020,11342.82,10831,11089.7,11206.35,64570.88427
31-07-2020,11444,10960,11239.78,11089.7,68789.9711
01-08-2020,11745,11220,11665.22,11239.79,80160.79172
02-08-2020,12123.46,10518.5,11229.05,11665.22,105307.9087
03-08-2020,11473,10936,11416.12,11228.95,54988.05822
04-08-2020,11416.11,11000,11219.67,11416.04,61285.64389
05-08-2020,11715,11093,11657.73,11219.68,69745.00309
06-08-2020,11878.26,11505,11845.93,11657.73,65193.75818
07-08-2020,11909.94,11322,11479.73,11845.93,68306.84824
08-08-2020,11808.27,11457.87,11685.31,11479.73,43130.79764
09-08-2020,11797.11,11521.97,11634.34,11685.3,42841.03
10-08-2020,12067.35,11450,11873.58,11634.34,82447.24974
11-08-2020,11935,11285,11449.23,11873.59,79686.03804
12-08-2020,11617.52,11125,11511.99,11449.23,76880.10016
13-08-2020,11656.99,11270.36,11488.53,11511.99,61358.6659
14-08-2020,11850,11483.58,11823.24,11489.21,68965.09211
15-08-2020,11980,11680,11879.26,11823.24,52534.9392
16-08-2020,11977,11686,11832,11879.27,46497.00124
17-08-2020,12468,11769.78,12306.64,11832,78619.62805
18-08-2020,12406.86,11817.93,11978.18,12306.64,78324.33782
19-08-2020,12087,11612.71,11738.48,11978.19,71962.28402
20-08-2020,11888,11561,11859.68,11738.12,51105.56113
21-08-2020,11880,11605.42,11671.21,11859.69,57717.25723
22-08-2020,11719.24,11376.81,11602.53,11671.2,51317.05318
23-08-2020,11688.81,11514.13,11663.79,11602.53,37452.50195
24-08-2020,11824.9,11585.09,11734.76,11663.79,46691.02804
25-08-2020,11790,11117.64,11296.28,11734.77,65775.46049
26-08-2020,11539.32,11221.03,11445.21,11296.28,57268.84354
27-08-2020,11592.2,11125,11256.9,11445.21,63250.63351
28-08-2020,11542.65,11223.94,11481.65,11256.91,47487.56881
29-08-2020,11580.02,11417.04,11526.66,11481.65,33429.93986
30-08-2020,11685,11458,11651.04,11526.66,40246.46121
31-08-2020,11800.77,11570,11716.05,11651.04,54326.76515
01-09-2020,12050.85,11515,11983.57,11716.05,74490.89191
02-09-2020,12050,11160.1,11389,11983.56,90788.22969
03-09-2020,11462.6,10460,10650.11,11389,104901.5983
04-09-2020,10794.62,9875.5,10516.65,10650.1,107575.9878
05-09-2020,10627.05,9825,10156.73,10516.64,81251.13628
06-09-2020,10300,9875,10236.74,10156.72,66524.08712
07-09-2020,10347.14,9875,10172.36,10236.75,61782.84637
08-09-2020,10438,9920.32,9980.87,10172.36,68384.34322
09-09-2020,10336.7,9850,10326.38,9982.45,56860.93114
10-09-2020,10483.35,10070.83,10282.61,10326.39,58696.57784
11-09-2020,10380.34,10200,10313.15,10282.61,44974.70996
12-09-2020,10477.97,10269.25,10451.99,10313.15,35758.02387
13-09-2020,10580.11,10200,10257.34,10452,44877.42939
14-09-2020,10750,10212.34,10674.98,10257.13,64347.52429
15-09-2020,10930.04,10606.48,10784.22,10674.98,60349.81504
16-09-2020,11093,10661.22,11010.29,10784.22,66015.48556
17-09-2020,11047.84,10745.83,10905.26,11010.29,56302.14258
18-09-2020,11038.03,10812.84,10861.63,10905.25,48302.22363
19-09-2020,11179.79,10842.3,11048.11,10861.63,40391.09824
20-09-2020,11087.99,10723,10891.25,11048.12,36907.29745
21-09-2020,10988.86,10296.35,10444.05,10891.25,68503.75125
22-09-2020,10533.46,10353,10489.25,10444.02,46314.75853
23-09-2020,10572.71,10380.47,10409.14,10489.25,40459.04754
24-09-2020,10743.59,10136.82,10612.61,10409.14,65827.68192
25-09-2020,10795.24,10556.24,10705.38,10612.62,51852.67049
26-09-2020,10820.94,10644.68,10729.9,10705.38,30907.4563
27-09-2020,10799,10594.82,10714.2,10729.9,30496.75172
28-09-2020,10950,10700.73,10871.96,10714.2,45463.71636
29-09-2020,10888.59,10626,10727.75,10871.96,43265.65348
30-09-2020,10867.54,10665.13,10731.1,10728.23,40774.0006
01-10-2020,10920,10437,10586.5,10731.08,58779.48863
02-10-2020,10664.64,10374,10553.11,10586.5,52484.34938
03-10-2020,10603.56,10463.02,10574.06,10553.1,23943.41852
04-10-2020,10649,10517.87,10630,10574.11,21883.0983
05-10-2020,10777.37,10615.64,10716.35,10630,34014.73057
06-10-2020,10800,10578.99,10602.77,10716.35,43270.42107
07-10-2020,10667.43,10525,10664.11,10602.78,39743.82705
08-10-2020,10945,10530.41,10871.13,10663.97,49888.71336
09-10-2020,11104.64,10829,11047.02,10871.13,48398.01484
10-10-2020,11491,11012.19,11363.33,11047.02,44448.55021
11-10-2020,11445,11262.25,11408.86,11363.33,27510.14675
12-10-2020,11590,11172,11548.69,11408.87,48609.61514
13-10-2020,11720.01,11300,11378.13,11548.6,47899.55028
14-10-2020,11547.98,11280,11333.77,11378.14,40903.80566
15-10-2020,11486.28,11250.83,11467.21,11333.77,42819.24199
16-10-2020,11617.34,11200,11363.28,11467.14,55302.22012
17-10-2020,11402.42,11255,11346.87,11363.28,24535.82164
18-10-2020,11482.24,11325,11440,11346.88,22178.76569
19-10-2020,11823.99,11407.96,11669.56,11440.01,44726.79576
20-10-2020,12038.38,11660.47,11964.59,11669.82,59682.18796
21-10-2020,12899.99,11855,12761.61,11964.58,93995.28861
22-10-2020,13217.68,12617.48,13042.48,12761.61,83843.81478
23-10-2020,13185,12720.08,12852.97,13042.49,58978.96091
24-10-2020,13166.73,12839.12,13103.66,12852.97,38496.68762
25-10-2020,13350,12888,12985.58,13103.81,39006.9738
26-10-2020,13238.81,12765,12963.25,12985.59,57881.17869
27-10-2020,13745,12920.7,13633.93,12963.24,74245.97652
28-10-2020,13859.48,12888,13209.86,13633.93,98400.20222
29-10-2020,13642.91,12920.77,13557.67,13209.87,73768.26503
30-10-2020,13669.98,13115,13524.51,13557.67,72181.34254
31-10-2020,14100,13411.5,13717.1,13524.51,69876.89009
01-11-2020,13895,13603,13791.89,13717.11,35957.6191
02-11-2020,13864,13195.05,13458.26,13791.88,63483.70732
03-11-2020,13798,13284.99,13741.22,13458.27,66221.10214
04-11-2020,14259,13525,14086.71,13741.22,95213.15648
05-11-2020,15300,13931.64,14938.94,14086.72,129460.9129
06-11-2020,15960,14900,15459.86,14938.47,134075.5591
07-11-2020,15753.52,14707,14927.95,15459.85,82468.46217
08-11-2020,15650,14344.22,15528.01,14927.96,88884.49647
09-11-2020,15840,14805.54,15317.51,15528,106347.9564
10-11-2020,15492.67,15072.46,15266.23,15317.5,68193.54667
11-11-2020,15965,15257.53,15811.66,15266.23,73148.40296
12-11-2020,16199,15440.64,16097.49,15811.65,99445.33794
13-11-2020,16480,15952.35,16246.7,16097.5,83748.19522
14-11-2020,16355,15670,15898.27,16246.69,60373.08498
15-11-2020,16180,15845.67,15904.74,15898.5,43193.06406
16-11-2020,16765,15774.72,16690.85,15904.74,72165.63658
17-11-2020,17858.82,16538,17638.37,16690.86,113874.923
18-11-2020,18476.93,17214.45,17775.92,17638.14,150310.1785
19-11-2020,18179.8,17335.65,17934.02,17775.91,95971.31349
20-11-2020,18815.22,17681.36,18582.33,17934.01,91702.73678
21-11-2020,18965.9,18308.58,18735.47,18582.32,75228.41505
22-11-2020,18770,17610.86,18504.89,18735.47,80705.92094
23-11-2020,18766,18000,18346.23,18504.89,83385.23652
24-11-2020,19418.97,18018,19254.42,18346.23,109914.3982
25-11-2020,19484.21,18625,19056.67,19254.42,87755.73595
26-11-2020,19125,16188,16531.73,19056.68,177913.8239
27-11-2020,17457.62,16300,16781.22,16532.35,95170.01387
28-11-2020,17772.09,16634.34,17729.99,16781.22,67059.26609
29-11-2020,18250,17517,18118.27,17730,56643.64276
30-11-2020,19863.16,18008.12,19175.78,18118.27,108954.4713
01-12-2020,19888,18001.12,18738.82,19175.87,132850.3475
02-12-2020,19342,18330,19011.99,18738.83,78646.57655
03-12-2020,19598,18867.2,19371.46,19011.97,67448.7892
04-12-2020,19540,18686.38,19056.45,19371.46,66973.05768
05-12-2020,19177,18500,19116.3,19056.45,50296.244
06-12-2020,19342,18857,19105.21,19116.65,33629.55686
07-12-2020,19420.91,18902.88,18939.7,19105.2,43127.54717
