datetime,high,low,close,open,volume
23-05-2018,8233.99,7425,7478.95,8214.39,41586.11025
24-05-2018,7730.73,7266.99,7586.66,7472.76,41193.68192
25-05-2018,7649.55,7308.15,7418.1,7586.66,28281.80096
26-05-2018,7620,7344.35,7550,7416.98,17602.40932
27-05-2018,7620,7231.11,7277,7550,21276.23019
28-05-2018,7437,7148.16,7195.22,7276.99,24783.96551
29-05-2018,7540,7032.95,7455.82,7195.22,39119.91664
30-05-2018,7569,7260.5,7300.63,7455.82,32883.3682
31-05-2018,7699,7288,7557.09,7300.22,30082.64123
01-06-2018,7608.55,7355.54,7404.99,7557.09,29073.57151
02-06-2018,7697.33,7396,7660.29,7404.3,27643.3872
03-06-2018,7786.69,7600,7678,7659.14,25849.52169
04-06-2018,7760.52,7446.5,7498,7678,32767.48501
05-06-2018,7679.49,7358,7618.66,7498,31951.38576
06-06-2018,7690.52,7467.05,7516.59,7618.67,27256.93182
07-06-2018,7765,7502.02,7697.2,7516.57,26093.35987
08-06-2018,7707.74,7531,7637.63,7698.31,24050.13889
09-06-2018,7683.98,7563.3,7608.36,7637.63,17260.05878
10-06-2018,7629.94,6622.81,6760.26,7608.35,43886.83039
11-06-2018,6841.35,6610,6740.32,6757.49,41787.52398
12-06-2018,6922,6653,6671.31,6740.38,30517.48258
13-06-2018,6685.17,6118.68,6319.95,6678.34,52007.36783
14-06-2018,6720,6219,6649.87,6319.02,44534.56668
15-06-2018,6700,6445,6542.44,6644.61,31117.87649
16-06-2018,6560,6320.86,6508,6542.49,24651.39192
17-06-2018,6589.03,6435,6515,6506.19,19052.72786
18-06-2018,6794.38,6380,6718.15,6510.47,30113.60892
19-06-2018,6841.74,6653,6710.49,6718.01,28112.88935
20-06-2018,6817.23,6551.81,6757.5,6710.4,24931.69458
21-06-2018,6795,6672.57,6697,6755.4,24935.45813
22-06-2018,6748,6070.61,6212.96,6695.1,42996.77514
23-06-2018,6232.72,5918.94,6120,6212.96,34942.51604
24-06-2018,6260,5750,6172.9,6117.19,46144.06786
25-06-2018,6350,6061.97,6265,6171.34,40508.88495
26-06-2018,6290,6121.05,6168.73,6264.99,18346.29996
27-06-2018,6272.54,5971,6123,6163.58,22426.63868
28-06-2018,6190.43,6060.59,6106.86,6123.99,22194.56407
29-06-2018,6114.34,5780,5883.2,6107.85,35430.49744
30-06-2018,6528.99,5868,6316.52,5883.19,42508.95472
01-07-2018,6441.06,6251,6324,6315.21,25772.72758
02-07-2018,6679.71,6271.62,6641.79,6324,37186.53639
03-07-2018,6685,6519.99,6569.92,6642.99,33191.09154
04-07-2018,6784.92,6441.11,6669.65,6569.93,29432.2114
05-07-2018,6712,6453.33,6486.51,6674,34271.39579
06-07-2018,6648.54,6425,6565.14,6488.24,31161.5358
07-07-2018,6630,6511.44,6559.03,6565.14,21013.44709
08-07-2018,6818.16,6508.88,6754.98,6559.03,26283.313
09-07-2018,6774.85,6657.02,6697.28,6754.98,25673.99956
10-07-2018,6802.06,6325.99,6374.7,6697.27,39680.48654
11-07-2018,6406,6263,6337.54,6374.26,29769.13841
12-07-2018,6381.08,6135,6168.99,6337.4,29101.73883
13-07-2018,6350,6070,6237.24,6169,26212.3689
14-07-2018,6300,6110,6236.99,6237.24,19960.45396
15-07-2018,6395,6205,6356.82,6237,24092.30595
16-07-2018,6714.96,6330.4,6664.87,6356.82,34654.86412
17-07-2018,7468.99,6635.58,7345,6663.5,45916.34618
18-07-2018,7588.08,7261,7429.94,7343.03,56217.76677
19-07-2018,7521.86,7225.38,7427,7429.94,48310.41597
20-07-2018,7700,7273,7361,7424.92,46734.19414
21-07-2018,7442.12,7211,7433.77,7361.22,31360.11433
22-07-2018,7555,7339,7520.29,7433.78,27026.43765
23-07-2018,7833,7335.5,7743.8,7520.01,42850.45656
24-07-2018,8371.93,7696,8258.35,7742.73,56703.91823
25-07-2018,8491.77,8050,8076.17,8258.34,49291.08849
26-07-2018,8337.6,8075.09,8245.29,8076.1,33391.51493
27-07-2018,8299.08,7805,8269.22,8245.29,55254.92151
28-07-2018,8285,8067,8193.65,8269.22,29190.61343
29-07-2018,8294.51,8115,8212.98,8193.68,25416.48201
30-07-2018,8278.78,7866,7963.34,8212.99,35000.85873
31-07-2018,8200,7656.74,7745.23,7963.02,48777.37585
01-08-2018,7777,7464.81,7542.5,7745.23,41757.27433
02-08-2018,7709.46,7430,7507.63,7542.51,40750.13715
03-08-2018,7575,7282.44,7470.54,7506.82,42824.99087
04-08-2018,7494.81,6926,6985.77,7473.29,41787.58147
05-08-2018,7089.87,6882.29,7014.7,6983.99,29786.26436
06-08-2018,7160,6861.06,6923.88,7015,31687.79944
07-08-2018,7150.46,6821,7104.89,6923.88,35000.13707
08-08-2018,7113.89,6123,6264.78,7101.03,66194.64013
09-08-2018,6550,6178.6,6469.65,6264.77,50851.6261
10-08-2018,6622.81,6299.82,6396.35,6470,51198.81208
11-08-2018,6488,5971,6387.89,6396.34,61989.00671
12-08-2018,6411,6130,6303.08,6385.7,31949.33496
13-08-2018,6545,6145.04,6240,6303.93,56018.20758
14-08-2018,6297,5880,6040,6240,52786.30897
15-08-2018,6609,6040,6525.94,6040,58669.14368
16-08-2018,6535,6205.6,6422.62,6526.01,58551.60149
17-08-2018,6562.72,6228,6519.92,6421.14,53911.25658
18-08-2018,6620,6288,6367.99,6516.26,55605.64477
19-08-2018,6469.32,6300,6362.71,6368.48,43232.40732
20-08-2018,6541,6355,6468.17,6362.74,47138.6071
21-08-2018,6490,6220,6450,6468.17,50843.49982
22-08-2018,6882.54,6384.3,6408.26,6447.99,63209.18243
23-08-2018,6494.26,6251.2,6449.52,6408.25,49031.59939
24-08-2018,6642,6360,6632.33,6449.48,38277.24536
25-08-2018,6789,6590,6706.35,6632.33,26820.125
26-08-2018,6775.27,6568,6696.39,6709.88,20157.0566
27-08-2018,6768.28,6646.5,6730.01,6693.13,30233.22007
28-08-2018,7091,6710.2,7064.77,6730.01,48987.79843
29-08-2018,7135,6912.34,7008.57,7064.77,45489.43487
30-08-2018,7070,6784.81,6819.5,7008.56,42329.69996
31-08-2018,7089,6800,7044.49,6819.49,42368.75591
01-09-2018,7225,6992.02,7204.61,7046.2,38621.275
02-09-2018,7345.45,7127,7308.84,7200.81,42916.43403
03-09-2018,7333.33,7191.63,7284.35,7311.69,31133.50424
04-09-2018,7410,7225.89,7358.03,7284.36,36957.86875
05-09-2018,7397.3,6851,6923.63,7358.49,55593.67635
06-09-2018,6995,6265,6424.59,6923.64,67311.61519
07-09-2018,6544,6320,6417.11,6422.97,40479.7252
08-09-2018,6478,6125,6186.29,6416.55,35159.38719
09-09-2018,6441,6111,6377.52,6186.28,38056.87167
10-09-2018,6400,6211,6279.46,6375.47,33702.53559
11-09-2018,6404,6169.68,6243.25,6280.14,33193.64492
12-09-2018,6360,6192.37,6315.65,6243.63,30979.74464
13-09-2018,6535,6292.51,6482.17,6316.07,38699.86568
14-09-2018,6584.99,6385.62,6477.95,6483.01,38853.99556
15-09-2018,6565.45,6449.38,6523.02,6476.06,27508.48117
16-09-2018,6539.1,6370,6487.96,6522.99,26766.59632
17-09-2018,6533.84,6225,6298,6487.95,33601.54297
18-09-2018,6390,6201,6335,6297.99,34281.69138
19-09-2018,6369.04,6123,6167.4,6334.51,30788.06359
20-09-2018,6517.7,6123,6407,6160.93,28659.58891
21-09-2018,6779.01,6325,6739.98,6405.54,53129.67967
22-09-2018,6839.03,6627,6741.98,6737.01,36769.86677
23-09-2018,6788.23,6661.75,6707.4,6741.97,27514.36718
24-09-2018,6730,6563.14,6645.15,6707.37,34048.78737
25-09-2018,6650,6325.02,6347.58,6645.15,38734.32724
26-09-2018,6557.99,6345.85,6520.01,6348,34190.83985
27-09-2018,6540,6430,6526.98,6520.01,28901.53216
28-09-2018,6814.8,6510.69,6650.21,6526.09,45518.70499
29-09-2018,6700,6464.57,6592.03,6650.26,33204.44508
30-09-2018,6662,6542.48,6624.03,6592.02,26385.60075
01-10-2018,6667.09,6510,6592.82,6624.07,21894.38632
02-10-2018,6640,6494,6572.01,6591,28735.09282
03-10-2018,6586,6430,6497.43,6571.03,28023.57141
04-10-2018,6643.46,6450.73,6608.08,6494,21239.81513
05-10-2018,6632.98,6543.08,6591.02,6608.16,14297.57459
06-10-2018,6697,6566.77,6591,6591.02,13762.37608
07-10-2018,6609.83,6525,6594.27,6591,18368.39313
08-10-2018,6715.6,6579.01,6664.45,6595,23085.69054
09-10-2018,6705,6607,6661,6664.44,12056.9505
10-10-2018,6674.94,6530,6637.2,6661.5,18783.71429
11-10-2018,6646.2,6219.17,6296.51,6637.2,43485.69488
12-10-2018,6360,6205,6311.44,6296.49,31412.09526
13-10-2018,6345,6278,6306.93,6311.45,22829.2275
14-10-2018,6416,6301.05,6397,6306.93,13313.69311
15-10-2018,7680,6300,6812.57,6397,84356.70639
16-10-2018,6900,6650,6730.66,6812.57,32038.95322
17-10-2018,6811.12,6676.01,6742.51,6728.47,29322.0479
18-10-2018,6796,6611.95,6634,6742.19,19661.83053
19-10-2018,6648.14,6551.02,6569.96,6634,18671.09771
20-10-2018,6617.65,6505.55,6565.15,6568.7,23648.89575
21-10-2018,6663.9,6562.2,6626.86,6565.15,5334.202558
22-10-2018,6639,6535.27,6563.03,6626.42,15301.08947
23-10-2018,6595,6515.45,6560.93,6563.3,14014.57486
24-10-2018,6630,6541.01,6585.99,6560.93,12105.64417
25-10-2018,6590.54,6502.8,6560,6585.01,11858.79565
26-10-2018,6600,6515.01,6539.8,6560,9567.175691
27-10-2018,6558.35,6463.04,6488.45,6539.38,6898.434128
28-10-2018,6514.17,6475,6477.26,6488.45,6157.930348
29-10-2018,6505.01,6315,6361.55,6477.28,13355.94729
30-10-2018,6395,6317,6338.53,6361.24,8753.097797
31-10-2018,6428,6245.02,6367.81,6338.53,12936.92413
01-11-2018,6400,6348.66,6373.94,6367,7686.12583
02-11-2018,6460.34,6370,6425.14,6373.94,10678.96719
03-11-2018,6445,6345,6373.09,6424.53,8126.497572
04-11-2018,6525,6359,6493.75,6373.09,9814.670091
05-11-2018,6504.39,6431.02,6439.94,6492.3,9665.452669
06-11-2018,6514.73,6437,6491.36,6444.68,10438.87299
